Algorithm Data.
a,b,c,
183.474,98.6238,17.0725,10.4143,18.93
183.645,98.728,17.0775,10.4198,18.94
183.816,98.8323,17.0826,10.4253,18.95
183.987,98.9366,17.0877,10.4308,18.96
184.158,99.041,17.0927,10.4363,18.97
184.329,99.1454,17.0978,10.4419,18.98
184.5,99.2498,17.1028,10.4474,18.99
184.671,99.3544,17.1079,10.4529,19
184.842,99.459,17.1129,10.4584,19.01
185.013,99.5636,17.1179,10.4639,19.02
185.184,99.6683,17.123,10.4694,19.03
185.356,99.773,17.128,10.4749,19.04
185.527,99.8778,17.133,10.4804,19.05
185.698,99.9827,17.1381,10.4859,19.06
185.87,100.088,17.1431,10.4914,19.07
186.041,100.193,17.1481,10.4969,19.08
186.213,100.298,17.1531,10.5024,19.09
186.384,100.403,17.1581,10.5079,19.1
186.556,100.508,17.1631,10.5134,19.11
186.728,100.613,17.1681,10.5189,19.12
186.899,100.718,17.1731,10.5244,19.13
187.071,100.824,17.1781,10.5299,19.14
187.243,100.929,17.1831,10.5354,19.15
187.415,101.034,17.1881,10.5409,19.16
187.587,101.14,17.193,10.5464,19.17
187.759,101.245,17.198,10.5519,19.18
187.931,101.351,17.203,10.5574,19.19
188.103,101.456,17.208,10.5629,19.2
188.275,101.562,17.2129,10.5684,19.21
188.447,101.668,17.2179,10.5739,19.22
188.619,101.774,17.2228,10.5794,19.23
188.792,101.88,17.2278,10.5849,19.24
188.964,101.985,17.2327,10.5904,19.25
189.136,102.091,17.2377,10.5959,19.26
189.309,102.197,17.2426,10.6014,19.27
189.481,102.304,17.2476,10.6069,19.28
189.654,102.41,17.2525,10.6124,19.29
189.826,102.516,17.2574,10.6179,19.3
189.999,102.622,17.2623,10.6234,19.31
190.172,102.728,17.2673,10.6289,19.32
190.344,102.835,17.2722,10.6344,19.33
190.517,102.941,17.2771,10.6399,19.34
190.69,103.048,17.282,10.6454,19.35
190.863,103.154,17.2869,10.6509,19.36
191.036,103.261,17.2918,10.6564,19.37
191.209,103.367,17.2967,10.6619,19.38
191.382,103.474,17.3016,10.6674,19.39
191.555,103.581,17.3065,10.6729,19.4
191.728,103.687,17.3114,10.6784,19.41
191.901,103.794,17.3162,10.6839,19.42
192.074,103.901,17.3211,10.6894,19.43
192.248,104.008,17.326,10.6949,19.44
192.421,104.115,17.3309,10.7004,19.45
192.594,104.222,17.3357,10.7059,19.46
192.768,104.329,17.3406,10.7114,19.47
192.941,104.436,17.3455,10.7169,19.48
193.115,104.544,17.3503,10.7224,19.49
193.288,104.651,17.3552,10.7279,19.5
193.462,104.758,17.36,10.7334,19.51
193.635,104.866,17.3649,10.7389,19.52
193.809,104.973,17.3697,10.7444,19.53
193.983,105.081,17.3745,10.7499,19.54
194.157,105.188,17.3794,10.7554,19.55
194.331,105.296,17.3842,10.7609,19.56
194.504,105.403,17.389,10.7664,19.57
194.678,105.511,17.3938,10.7719,19.58
194.852,105.619,17.3986,10.7774,19.59
195.026,105.727,17.4035,10.7829,19.6
195.201,105.835,17.4083,10.7884,19.61
195.375,105.943,17.4131,10.7939,19.62
195.549,106.051,17.4179,10.7994,19.63
195.723,106.159,17.4227,10.8049,19.64
195.897,106.267,17.4275,10.8105,19.65
196.072,106.375,17.4322,10.816,19.66
196.246,106.483,17.437,10.8215,19.67
196.42,106.591,17.4418,10.827,19.68
196.595,106.7,17.4466,10.8325,19.69
196.769,106.808,17.4514,10.838,19.7
196.944,106.917,17.4561,10.8435,19.71
197.119,107.025,17.4609,10.849,19.72
197.293,107.134,17.4657,10.8545,19.73
197.468,107.242,17.4704,10.86,19.74
197.643,107.351,17.4752,10.8655,19.75
197.817,107.46,17.4799,10.871,19.76
197.992,107.568,17.4847,10.8765,19.77
198.167,107.677,17.4894,10.882,19.78
198.342,107.786,17.4942,10.8875,19.79
198.517,107.895,17.4989,10.893,19.8
198.692,108.004,17.5036,10.8985,19.81
198.867,108.113,17.5084,10.904,19.82
199.042,108.222,17.5131,10.9095,19.83
199.218,108.331,17.5178,10.915,19.84
199.393,108.44,17.5225,10.9205,19.85
199.568,108.55,17.5272,10.926,19.86
199.743,108.659,17.5319,10.9315,19.87
199.919,108.768,17.5367,10.937,19.88
200.094,108.878,17.5414,10.9425,19.89
200.27,108.987,17.5461,10.948,19.9
200.445,109.097,17.5507,10.9535,19.91
200.621,109.206,17.5554,10.959,19.92
200.796,109.316,17.5601,10.9645,19.93
200.972,109.426,17.5648,10.97,19.94
201.148,109.535,17.5695,10.9755,19.95
201.323,109.645,17.5742,10.981,19.96
201.499,109.755,17.5788,10.9865,19.97
201.675,109.865,17.5835,10.992,19.98
201.851,109.975,17.5882,10.9975,19.99
202.027,110.085,17.5928,11.003,20
202.203,110.195,17.5975,11.0085,20.01
202.379,110.305,17.6021,11.014,20.02
202.555,110.415,17.6068,11.0195,20.03
202.731,110.526,17.6114,11.025,20.04
202.907,110.636,17.6161,11.0305,20.05
203.083,110.746,17.6207,11.036,20.06
203.26,110.857,17.6253,11.0415,20.07
203.436,110.967,17.63,11.047,20.08
203.612,111.078,17.6346,11.0525,20.09
203.789,111.188,17.6392,11.058,20.1
203.965,111.299,17.6438,11.0635,20.11
204.142,111.41,17.6485,11.069,20.12
204.318,111.52,17.6531,11.0745,20.13
204.495,111.631,17.6577,11.08,20.14
204.671,111.742,17.6623,11.0855,20.15
204.848,111.853,17.6669,11.091,20.16
205.025,111.964,17.6715,11.0965,20.17
205.201,112.075,17.6761,11.102,20.18
205.378,112.186,17.6807,11.1075,20.19
205.555,112.297,17.6852,11.113,20.2
205.732,112.408,17.6898,11.1185,20.21
205.909,112.52,17.6944,11.124,20.22
206.086,112.631,17.699,11.1295,20.23
206.263,112.742,17.7036,11.135,20.24
206.44,112.854,17.7081,11.1405,20.25
206.617,112.965,17.7127,11.146,20.26
206.794,113.077,17.7172,11.1515,20.27
206.972,113.188,17.7218,11.157,20.28
207.149,113.3,17.7264,11.1625,20.29
207.326,113.412,17.7309,11.168,20.3
207.504,113.523,17.7354,11.1736,20.31
207.681,113.635,17.74,11.1791,20.32
207.858,113.747,17.7445,11.1846,20.33
208.036,113.859,17.7491,11.1901,20.34
208.213,113.971,17.7536,11.1956,20.35
208.391,114.083,17.7581,11.2011,20.36
208.569,114.195,17.7626,11.2066,20.37
208.746,114.307,17.7672,11.2121,20.38
208.924,114.419,17.7717,11.2176,20.39
209.102,114.531,17.7762,11.2231,20.4
209.28,114.644,17.7807,11.2286,20.41
209.457,114.756,17.7852,11.2341,20.42
209.635,114.868,17.7897,11.2396,20.43
209.813,114.981,17.7942,11.2451,20.44
209.991,115.093,17.7987,11.2506,20.45
210.169,115.206,17.8032,11.2561,20.46
210.347,115.319,17.8077,11.2616,20.47
210.525,115.431,17.8122,11.2671,20.48
210.704,115.544,17.8166,11.2726,20.49
210.882,115.657,17.8211,11.2781,20.5
211.06,115.77,17.8256,11.2836,20.51
211.238,115.882,17.83,11.2891,20.52
211.417,115.995,17.8345,11.2946,20.53
211.595,116.108,17.839,11.3001,20.54
211.774,116.221,17.8434,11.3056,20.55
211.952,116.335,17.8479,11.3111,20.56
212.131,116.448,17.8523,11.3166,20.57
212.309,116.561,17.8568,11.3221,20.58
212.488,116.674,17.8612,11.3276,20.59
212.666,116.788,17.8657,11.3331,20.6
212.845,116.901,17.8701,11.3386,20.61
213.024,117.014,17.8745,11.3441,20.62
213.203,117.128,17.879,11.3496,20.63
213.381,117.241,17.8834,11.3551,20.64
213.56,117.355,17.8878,11.3606,20.65
213.739,117.469,17.8922,11.3661,20.66
213.918,117.582,17.8966,11.3716,20.67
214.097,117.696,17.901,11.3771,20.68
214.276,117.81,17.9054,11.3826,20.69
214.455,117.924,17.9098,11.3881,20.7
214.635,118.038,17.9142,11.3936,20.71
214.814,118.152,17.9186,11.3991,20.72
214.993,118.266,17.923,11.4046,20.73
215.172,118.38,17.9274,11.4101,20.74
215.352,118.494,17.9318,11.4156,20.75
215.531,118.608,17.9362,11.4211,20.76
215.71,118.723,17.9406,11.4266,20.77
215.89,118.837,17.9449,11.4321,20.78
216.069,118.951,17.9493,11.4376,20.79
216.249,119.066,17.9537,11.4431,20.8
216.428,119.18,17.958,11.4486,20.81
216.608,119.295,17.9624,11.4541,20.82
216.788,119.409,17.9668,11.4596,20.83
216.967,119.524,17.9711,11.4651,20.84
217.147,119.639,17.9755,11.4706,20.85
217.327,119.753,17.9798,11.4761,20.86
217.507,119.868,17.9841,11.4816,20.87
217.687,119.983,17.9885,11.4871,20.88
217.867,120.098,17.9928,11.4926,20.89
218.047,120.213,17.9971,11.4981,20.9
218.227,120.328,18.0015,11.5036,20.91
218.407,120.443,18.0058,11.5091,20.92
218.587,120.558,18.0101,11.5146,20.93
218.767,120.674,18.0144,11.5201,20.94
218.947,120.789,18.0187,11.5256,20.95
219.127,120.904,18.0231,11.5311,20.96
219.308,121.019,18.0274,11.5366,20.97
219.488,121.135,18.0317,11.5422,20.98
219.668,121.25,18.036,11.5477,20.99
219.849,121.366,18.0403,11.5532,21
220.029,121.481,18.0446,11.5587,21.01
220.21,121.597,18.0488,11.5642,21.02
220.39,121.713,18.0531,11.5697,21.03
220.571,121.829,18.0574,11.5752,21.04
220.751,121.944,18.0617,11.5807,21.05
220.932,122.06,18.066,11.5862,21.06
221.113,122.176,18.0702,11.5917,21.07
221.293,122.292,18.0745,11.5972,21.08
221.474,122.408,18.0788,11.6027,21.09
221.655,122.524,18.083,11.6082,21.1
221.836,122.64,18.0873,11.6137,21.11
222.017,122.757,18.0915,11.6192,21.12
222.198,122.873,18.0958,11.6247,21.13
222.379,122.989,18.1,11.6302,21.14
222.56,123.105,18.1043,11.6357,21.15
222.741,123.222,18.1085,11.6412,21.16
222.922,123.338,18.1127,11.6467,21.17
223.103,123.455,18.117,11.6522,21.18
223.284,123.571,18.1212,11.6577,21.19
223.466,123.688,18.1254,11.6632,21.2
223.647,123.805,18.1296,11.6687,21.21
223.828,123.921,18.1339,11.6742,21.22
224.01,124.038,18.1381,11.6797,21.23
224.191,124.155,18.1423,11.6852,21.24
224.373,124.272,18.1465,11.6907,21.25
224.554,124.389,18.1507,11.6962,21.26
224.736,124.506,18.1549,11.7017,21.27
224.917,124.623,18.1591,11.7072,21.28
225.099,124.74,18.1633,11.7127,21.29
225.281,124.857,18.1675,11.7182,21.3
225.462,124.975,18.1717,11.7237,21.31
225.644,125.092,18.1758,11.7292,21.32
225.826,125.209,18.18,11.7347,21.33
226.008,125.327,18.1842,11.7402,21.34
226.19,125.444,18.1884,11.7457,21.35
226.371,125.562,18.1925,11.7512,21.36
226.553,125.679,18.1967,11.7567,21.37
226.735,125.797,18.2009,11.7622,21.38
226.917,125.915,18.205,11.7677,21.39
227.1,126.032,18.2092,11.7732,21.4
227.282,126.15,18.2133,11.7787,21.41
227.464,126.268,18.2175,11.7842,21.42
227.646,126.386,18.2216,11.7897,21.43
227.828,126.504,18.2258,11.7952,21.44
228.011,126.622,18.2299,11.8007,21.45
228.193,126.74,18.234,11.8062,21.46
228.375,126.858,18.2382,11.8117,21.47
228.558,126.976,18.2423,11.8172,21.48
228.74,127.094,18.2464,11.8227,21.49
228.923,127.213,18.2505,11.8282,21.5
229.105,127.331,18.2547,11.8337,21.51
229.288,127.449,18.2588,11.8392,21.52
229.471,127.568,18.2629,11.8447,21.53
229.653,127.686,18.267,11.8502,21.54
229.836,127.805,18.2711,11.8557,21.55
230.019,127.923,18.2752,11.8612,21.56
230.201,128.042,18.2793,11.8667,21.57
230.384,128.161,18.2834,11.8722,21.58
230.567,128.28,18.2875,11.8777,21.59
230.75,128.398,18.2916,11.8832,21.6
230.933,128.517,18.2956,11.8887,21.61
231.116,128.636,18.2997,11.8942,21.62
231.299,128.755,18.3038,11.8997,21.63
231.482,128.874,18.3079,11.9052,21.64
231.665,128.993,18.3119,11.9108,21.65
231.848,129.113,18.316,11.9163,21.66
232.032,129.232,18.3201,11.9218,21.67
232.215,129.351,18.3241,11.9273,21.68
232.398,129.47,18.3282,11.9328,21.69
232.581,129.59,18.3322,11.9383,21.7
232.765,129.709,18.3363,11.9438,21.71
232.948,129.829,18.3403,11.9493,21.72
233.132,129.948,18.3444,11.9548,21.73
233.315,130.068,18.3484,11.9603,21.74
233.499,130.188,18.3524,11.9658,21.75
233.682,130.307,18.3565,11.9713,21.76
233.866,130.427,18.3605,11.9768,21.77
234.05,130.547,18.3645,11.9823,21.78
234.233,130.667,18.3686,11.9878,21.79
234.417,130.787,18.3726,11.9933,21.8
234.601,130.907,18.3766,11.9988,21.81
234.784,131.027,18.3806,12.0043,21.82
234.968,131.147,18.3846,12.0098,21.83
235.152,131.267,18.3886,12.0153,21.84
235.336,131.387,18.3926,12.0208,21.85
235.52,131.507,18.3966,12.0263,21.86
235.704,131.628,18.4006,12.0318,21.87
235.888,131.748,18.4046,12.0373,21.88
236.072,131.869,18.4086,12.0428,21.89
236.256,131.989,18.4126,12.0483,21.9
236.441,132.11,18.4165,12.0538,21.91
236.625,132.23,18.4205,12.0593,21.92
236.809,132.351,18.4245,12.0648,21.93
236.993,132.471,18.4285,12.0703,21.94
237.178,132.592,18.4324,12.0758,21.95
237.362,132.713,18.4364,12.0813,21.96
237.546,132.834,18.4404,12.0868,21.97
237.731,132.955,18.4443,12.0923,21.98
237.915,133.076,18.4483,12.0978,21.99
238.1,133.197,18.4522,12.1033,22
238.284,133.318,18.4562,12.1088,22.01
238.469,133.439,18.4601,12.1143,22.02
238.654,133.56,18.4641,12.1198,22.03
238.838,133.682,18.468,12.1253,22.04
239.023,133.803,18.4719,12.1308,22.05
239.208,133.924,18.4759,12.1363,22.06
239.393,134.046,18.4798,12.1418,22.07
239.577,134.167,18.4837,12.1473,22.08
239.762,134.289,18.4876,12.1528,22.09
239.947,134.41,18.4916,12.1583,22.1
240.132,134.532,18.4955,12.1638,22.11
240.317,134.654,18.4994,12.1693,22.12
240.502,134.775,18.5033,12.1748,22.13
240.687,134.897,18.5072,12.1803,22.14
240.872,135.019,18.5111,12.1858,22.15
241.058,135.141,18.515,12.1913,22.16
241.243,135.263,18.5189,12.1968,22.17
241.428,135.385,18.5228,12.2023,22.18
241.613,135.507,18.5267,12.2078,22.19
241.799,135.629,18.5305,12.2133,22.2
241.984,135.751,18.5344,12.2188,22.21
242.169,135.874,18.5383,12.2243,22.22
242.355,135.996,18.5422,12.2298,22.23
242.54,136.118,18.5461,12.2353,22.24
242.726,136.241,18.5499,12.2408,22.25
242.911,136.363,18.5538,12.2463,22.26
243.097,136.486,18.5576,12.2518,22.27
243.282,136.608,18.5615,12.2573,22.28
243.468,136.731,18.5654,12.2628,22.29
243.654,136.853,18.5692,12.2683,22.3
243.839,136.976,18.5731,12.2739,22.31
244.025,137.099,18.5769,12.2794,22.32
244.211,137.222,18.5808,12.2849,22.33
244.397,137.345,18.5846,12.2904,22.34
244.583,137.468,18.5884,12.2959,22.35
244.769,137.591,18.5923,12.3014,22.36
244.955,137.714,18.5961,12.3069,22.37
245.141,137.837,18.5999,12.3124,22.38
245.327,137.96,18.6037,12.3179,22.39
245.513,138.083,18.6076,12.3234,22.4
245.699,138.207,18.6114,12.3289,22.41
245.885,138.33,18.6152,12.3344,22.42
246.071,138.453,18.619,12.3399,22.43
246.257,138.577,18.6228,12.3454,22.44
246.444,138.7,18.6266,12.3509,22.45
246.63,138.824,18.6304,12.3564,22.46
246.816,138.947,18.6342,12.3619,22.47
247.003,139.071,18.638,12.3674,22.48
247.189,139.195,18.6418,12.3729,22.49
247.376,139.319,18.6456,12.3784,22.5
247.562,139.442,18.6493,12.3839,22.51
247.749,139.566,18.6531,12.3894,22.52
247.935,139.69,18.6569,12.3949,22.53
248.122,139.814,18.6607,12.4004,22.54
248.308,139.938,18.6645,12.4059,22.55
248.495,140.063,18.6682,12.4114,22.56
248.682,140.187,18.672,12.4169,22.57
248.869,140.311,18.6757,12.4224,22.58
249.055,140.435,18.6795,12.4279,22.59
249.242,140.56,18.6833,12.4334,22.6
249.429,140.684,18.687,12.4389,22.61
249.616,140.808,18.6908,12.4444,22.62
249.803,140.933,18.6945,12.4499,22.63
249.99,141.057,18.6982,12.4554,22.64
250.177,141.182,18.702,12.4609,22.65
250.364,141.307,18.7057,12.4664,22.66
250.551,141.431,18.7094,12.4719,22.67
250.738,141.556,18.7132,12.4774,22.68
250.925,141.681,18.7169,12.4829,22.69
251.113,141.806,18.7206,12.4884,22.7
251.3,141.931,18.7243,12.4939,22.71
251.487,142.056,18.7281,12.4994,22.72
251.674,142.181,18.7318,12.5049,22.73
251.862,142.306,18.7355,12.5104,22.74
252.049,142.431,18.7392,12.5159,22.75
252.237,142.556,18.7429,12.5214,22.76
252.424,142.682,18.7466,12.5269,22.77
252.612,142.807,18.7503,12.5324,22.78
252.799,142.932,18.754,12.5379,22.79
252.987,143.058,18.7577,12.5434,22.8
253.174,143.183,18.7614,12.5489,22.81
253.362,143.309,18.765,12.5544,22.82
253.55,143.434,18.7687,12.5599,22.83
253.737,143.56,18.7724,12.5654,22.84
253.925,143.686,18.7761,12.5709,22.85
254.113,143.812,18.7798,12.5764,22.86
254.301,143.937,18.7834,12.5819,22.87
254.489,144.063,18.7871,12.5874,22.88
254.677,144.189,18.7907,12.5929,22.89
254.864,144.315,18.7944,12.5984,22.9
255.052,144.441,18.7981,12.6039,22.91
255.24,144.567,18.8017,12.6094,22.92
255.429,144.693,18.8054,12.6149,22.93
255.617,144.82,18.809,12.6204,22.94
255.805,144.946,18.8127,12.6259,22.95
255.993,145.072,18.8163,12.6314,22.96
256.181,145.199,18.8199,12.6369,22.97
256.369,145.325,18.8236,12.6425,22.98
256.558,145.451,18.8272,12.648,22.99
256.746,145.578,18.8308,12.6535,23
256.934,145.705,18.8344,12.659,23.01
257.123,145.831,18.8381,12.6645,23.02
257.311,145.958,18.8417,12.67,23.03
257.5,146.085,18.8453,12.6755,23.04
257.688,146.211,18.8489,12.681,23.05
257.877,146.338,18.8525,12.6865,23.06
258.065,146.465,18.8561,12.692,23.07
258.254,146.592,18.8597,12.6975,23.08
258.442,146.719,18.8633,12.703,23.09
258.631,146.846,18.8669,12.7085,23.1
258.82,146.974,18.8705,12.714,23.11
259.008,147.101,18.8741,12.7195,23.12
259.197,147.228,18.8777,12.725,23.13
259.386,147.355,18.8813,12.7305,23.14
259.575,147.483,18.8849,12.736,23.15
259.764,147.61,18.8884,12.7415,23.16
259.953,147.737,18.892,12.747,23.17
260.142,147.865,18.8956,12.7525,23.18
260.331,147.993,18.8992,12.758,23.19
260.52,148.12,18.9027,12.7635,23.2
260.709,148.248,18.9063,12.769,23.21
260.898,148.376,18.9098,12.7745,23.22
261.087,148.503,18.9134,12.78,23.23
261.276,148.631,18.917,12.7855,23.24
261.465,148.759,18.9205,12.791,23.25
261.655,148.887,18.9241,12.7965,23.26
261.844,149.015,18.9276,12.802,23.27
262.033,149.143,18.9311,12.8075,23.28
262.223,149.271,18.9347,12.813,23.29
262.412,149.4,18.9382,12.8185,23.3
262.601,149.528,18.9417,12.824,23.31
262.791,149.656,18.9453,12.8295,23.32
262.98,149.784,18.9488,12.835,23.33
263.17,149.913,18.9523,12.8405,23.34
263.359,150.041,18.9558,12.846,23.35
263.549,150.17,18.9594,12.8515,23.36
263.739,150.298,18.9629,12.857,23.37
263.928,150.427,18.9664,12.8625,23.38
264.118,150.556,18.9699,12.868,23.39
264.308,150.684,18.9734,12.8735,23.4
264.497,150.813,18.9769,12.879,23.41
264.687,150.942,18.9804,12.8845,23.42
264.877,151.071,18.9839,12.89,23.43
265.067,151.2,18.9874,12.8955,23.44
265.257,151.329,18.9909,12.901,23.45
265.447,151.458,18.9944,12.9065,23.46
265.637,151.587,18.9978,12.912,23.47
265.827,151.716,19.0013,12.9175,23.48
266.017,151.846,19.0048,12.923,23.49
266.207,151.975,19.0083,12.9285,23.5
266.397,152.104,19.0117,12.934,23.51
266.587,152.234,19.0152,12.9395,23.52
266.777,152.363,19.0187,12.945,23.53
266.968,152.493,19.0221,12.9505,23.54
267.158,152.622,19.0256,12.956,23.55
267.348,152.752,19.029,12.9615,23.56
267.538,152.881,19.0325,12.967,23.57
267.729,153.011,19.0359,12.9725,23.58
267.919,153.141,19.0394,12.978,23.59
268.11,153.271,19.0428,12.9835,23.6
268.3,153.401,19.0463,12.989,23.61
268.491,153.531,19.0497,12.9945,23.62
268.681,153.661,19.0532,13,23.63
268.872,153.791,19.0566,13.0056,23.64
269.062,153.921,19.06,13.0111,23.65
269.253,154.051,19.0634,13.0166,23.66
269.444,154.181,19.0669,13.0221,23.67
269.634,154.311,19.0703,13.0276,23.68
269.825,154.442,19.0737,13.0331,23.69
270.016,154.572,19.0771,13.0386,23.7
270.207,154.703,19.0805,13.0441,23.71
270.397,154.833,19.0839,13.0496,23.72
270.588,154.964,19.0873,13.0551,23.73
270.779,155.094,19.0907,13.0606,23.74
270.97,155.225,19.0941,13.0661,23.75
271.161,155.356,19.0975,13.0716,23.76
271.352,155.486,19.1009,13.0771,23.77
271.543,155.617,19.1043,13.0826,23.78
271.734,155.748,19.1077,13.0881,23.79
271.925,155.879,19.1111,13.0936,23.8
272.117,156.01,19.1145,13.0991,23.81
272.308,156.141,19.1178,13.1046,23.82
272.499,156.272,19.1212,13.1101,23.83
272.69,156.403,19.1246,13.1156,23.84
272.881,156.535,19.128,13.1211,23.85
273.073,156.666,19.1313,13.1266,23.86
273.264,156.797,19.1347,13.1321,23.87
273.455,156.928,19.1381,13.1376,23.88
273.647,157.06,19.1414,13.1431,23.89
273.838,157.191,19.1448,13.1486,23.9
274.03,157.323,19.1481,13.1541,23.91
274.221,157.455,19.1515,13.1596,23.92
274.413,157.586,19.1548,13.1651,23.93
274.604,157.718,19.1582,13.1706,23.94
274.796,157.85,19.1615,13.1761,23.95
274.988,157.981,19.1648,13.1816,23.96
275.179,158.113,19.1682,13.1871,23.97
275.371,158.245,19.1715,13.1926,23.98
275.563,158.377,19.1748,13.1981,23.99
275.755,158.509,19.1782,13.2036,24
275.946,158.641,19.1815,13.2091,24.01
276.138,158.774,19.1848,13.2146,24.02
276.33,158.906,19.1881,13.2201,24.03
276.522,159.038,19.1914,13.2256,24.04
276.714,159.17,19.1947,13.2311,24.05
276.906,159.303,19.198,13.2366,24.06
277.098,159.435,19.2013,13.2421,24.07
277.29,159.568,19.2046,13.2476,24.08
277.482,159.7,19.2079,13.2531,24.09
277.674,159.833,19.2112,13.2586,24.1
277.866,159.965,19.2145,13.2641,24.11
278.059,160.098,19.2178,13.2696,24.12
278.251,160.231,19.2211,13.2751,24.13
278.443,160.364,19.2244,13.2806,24.14
278.635,160.496,19.2277,13.2861,24.15
278.828,160.629,19.231,13.2916,24.16
279.02,160.762,19.2342,13.2971,24.17
279.212,160.895,19.2375,13.3026,24.18
279.405,161.028,19.2408,13.3081,24.19
279.597,161.162,19.244,13.3136,24.2
279.79,161.295,19.2473,13.3191,24.21
279.982,161.428,19.2506,13.3246,24.22
280.175,161.561,19.2538,13.3301,24.23
280.367,161.695,19.2571,13.3356,24.24
280.56,161.828,19.2603,13.3411,24.25
280.753,161.962,19.2636,13.3466,24.26
280.945,162.095,19.2668,13.3521,24.27
281.138,162.229,19.2701,13.3576,24.28
281.331,162.362,19.2733,13.3631,24.29
281.523,162.496,19.2766,13.3686,24.3
281.716,162.63,19.2798,13.3742,24.31
281.909,162.763,19.283,13.3797,24.32
282.102,162.897,19.2863,13.3852,24.33
282.295,163.031,19.2895,13.3907,24.34
282.488,163.165,19.2927,13.3962,24.35
282.681,163.299,19.2959,13.4017,24.36
282.874,163.433,19.2992,13.4072,24.37
283.067,163.567,19.3024,13.4127,24.38
283.26,163.702,19.3056,13.4182,24.39
283.453,163.836,19.3088,13.4237,24.4
283.646,163.97,19.312,13.4292,24.41
283.839,164.104,19.3152,13.4347,24.42
284.032,164.239,19.3184,13.4402,24.43
284.226,164.373,19.3216,13.4457,24.44
284.419,164.508,19.3248,13.4512,24.45
284.612,164.642,19.328,13.4567,24.46
284.805,164.777,19.3312,13.4622,24.47
284.999,164.912,19.3344,13.4677,24.48
285.192,165.046,19.3376,13.4732,24.49
285.386,165.181,19.3407,13.4787,24.5
285.579,165.316,19.3439,13.4842,24.51
285.772,165.451,19.3471,13.4897,24.52
285.966,165.586,19.3503,13.4952,24.53
286.159,165.721,19.3534,13.5007,24.54
286.353,165.856,19.3566,13.5062,24.55
286.547,165.991,19.3598,13.5117,24.56
286.74,166.126,19.3629,13.5172,24.57
286.934,166.261,19.3661,13.5227,24.58
287.128,166.397,19.3692,13.5282,24.59
287.321,166.532,19.3724,13.5337,24.6
287.515,166.668,19.3756,13.5392,24.61
287.709,166.803,19.3787,13.5447,24.62
287.903,166.938,19.3818,13.5502,24.63
288.097,167.074,19.385,13.5557,24.64
288.29,167.21,19.3881,13.5612,24.65
288.484,167.345,19.3913,13.5667,24.66
288.678,167.481,19.3944,13.5722,24.67
288.872,167.617,19.3975,13.5777,24.68
289.066,167.753,19.4007,13.5832,24.69
289.26,167.889,19.4038,13.5887,24.7
289.454,168.024,19.4069,13.5942,24.71
289.648,168.16,19.41,13.5997,24.72
289.843,168.296,19.4131,13.6052,24.73
290.037,168.433,19.4163,13.6107,24.74
290.231,168.569,19.4194,13.6162,24.75
290.425,168.705,19.4225,13.6217,24.76
290.619,168.841,19.4256,13.6272,24.77
290.814,168.978,19.4287,13.6327,24.78
291.008,169.114,19.4318,13.6382,24.79
291.202,169.25,19.4349,13.6437,24.8
291.397,169.387,19.438,13.6492,24.81
291.591,169.523,19.4411,13.6547,24.82
291.786,169.66,19.4442,13.6602,24.83
291.98,169.797,19.4473,13.6657,24.84
